Date,Time,Refund Expiration,Receipt,Item,Amount,Quantity,Txn Type,TID,Upsell From,Has Upsells,Line Item Type,Pmt,Currency,Commission Attribution,CC&#8225;,St.
3/6/2020,15:15:00,N/A,96V86ASB,rfnd-0004,-1,1,Charge,,,,Original,,,Hop,,
3/6/2020,15:15:00,N/A,96V86ASB,417,0,1,Refund,hackvidalytics,,,Original,PYPL,USD,Hop,US,PA
3/6/2020,11:30:00,N/A,CXVBA7PQ,lbhdtea3discount,-86.12,1,Refund,,,,Original,PYPL,USD,Hop,US,CO
3/6/2020,4:35:00,8/3/2020,NDFIQNJC-B005,LBHTEA1,77.28,1,Rebill,,,,Original,VISA,USD,Hop,US,AR
3/6/2020,4:20:00,8/3/2020,FXX3U96K-B005,FBHSA17,41.83,1,Rebill,,,,Original,MSTR,USD,Hop,US,TX
3/6/2020,4:18:00,8/3/2020,4MKI73RK-B011,LBHTEA1-N,78.55,1,Rebill,,,,Original,VISA,USD,Hop,US,OR
4/6/2020,8:17:00,8/4/2020,C5ZRU9CX-B005,FBHSA17,41.81,1,Rebill,,,,Original,PYPL,USD,Hop,US,NC
4/6/2020,8:17:00,8/4/2020,XQJIXNP2-B002,LBHTEA1,77.3,1,Rebill,,,,Original,PYPL,USD,Hop,US,AZ
4/6/2020,7:34:00,8/4/2020,KWZIFNG9-B006,FBHSA17,41.83,1,Rebill,,,,Original,PYPL,USD,Hop,US,TX
4/6/2020,4:14:00,8/4/2020,8M72VANR-B012,LBHTEA1,24.89,1,Rebill,,,,Original,MSTR,USD,Hop,US,FL
5/6/2020,19:53:00,8/5/2020,G4JPA7RR,lbhdtea3,93.7,1,Sale,,YGJPA72V,,Upsell,VISA,USD,Hop,US,VA
5/6/2020,19:21:00,8/5/2020,YGJPA72V,417,0,1,Sale,hackvidalytics,,G4JPA7RR,Original,VISA,USD,Hop,US,VA
5/6/2020,19:21:00,8/5/2020,YGJPA72V,OB-ACS,0,1,Sale,hackvidalytics,,G4JPA7RR,Bump,VISA,USD,Hop,US,VA
5/6/2020,19:21:00,8/5/2020,YGJPA72V,OB-LBHA,0,1,Sale,hackvidalytics,,G4JPA7RR,Bump,VISA,USD,Hop,US,VA
5/6/2020,19:21:00,8/5/2020,YGJPA72V,OB-Package,0,1,Sale,hackvidalytics,,G4JPA7RR,Bump,VISA,USD,Hop,US,VA
5/6/2020,18:43:00,8/5/2020,NML86A8T,LBBEXTRA3,42.83,1,Sale,,CGL86AR3,,Upsell,VISA,USD,Hop,US,PA
5/6/2020,18:40:00,8/5/2020,CGL86AR3,LBB6,97.54,1,Sale,,,NML86A8T,Original,VISA,USD,Hop,US,PA
5/6/2020,16:22:00,8/5/2020,9JMIZNYX,LBB1,0,1,Sale,,,,Original,VISA,USD,Hop,US,CA
5/6/2020,13:30:00,8/5/2020,RJL86AL3,LBB3,0,1,Sale,,,,Original,VISA,USD,Hop,US,CA
5/6/2020,9:53:00,8/5/2020,8SL86AX4,LBB6,98.75,1,Sale,,,,Original,PYPL,USD,Hop,US,FL
5/6/2020,7:15:00,8/5/2020,BTMIZN9T,LBBEXTRA3,43.02,1,Sale,,VCZIZNCC,,Upsell,PYPL,USD,Hop,US,MT
5/6/2020,7:11:00,8/5/2020,VCZIZNCC,LBB3,0,1,Sale,,,BTMIZN9T,Original,PYPL,USD,Hop,US,MT
5/6/2020,6:50:00,8/5/2020,7CVVU9T8,LBHTEA1-N,7,1,Sale-RB,,,,Original,VISA,USD,Hop,US,TX
5/6/2020,5:08:00,8/5/2020,DVPPA7RQ,LBBEXTRA3,42.74,1,Sale,,DVPPA7T6,,Upsell,VISA,USD,Hop,US,NY
5/6/2020,5:06:00,8/5/2020,DVPPA7T6,LBB6,96.95,1,Sale,,,DVPPA7RQ,Original,VISA,USD,Hop,US,NY
5/6/2020,4:37:00,8/5/2020,5V2PU9K8-B006,LBHTEA1,77.44,1,Rebill,,,,Original,MSTR,USD,Hop,US,IL
5/6/2020,4:04:00,8/5/2020,W7QC6ALS-B007,LBHTEA1,77.32,1,Rebill,,,,Original,VISA,USD,Hop,US,NY
5/6/2020,3:55:00,8/5/2020,WZMFU9HT-B004,FBHSA17,42.06,1,Rebill,,,,Original,AMEX,USD,Hop,US,CA
6/6/2020,12:23:00,8/6/2020,Y25IZNWL,LBB3,0,1,Sale,,,,Original,VISA,USD,Hop,US,MD
6/6/2020,10:53:00,8/6/2020,XXTPA7JQ,lbhdtea3n,130.2,1,Sale,,,,Original,AMEX,USD,Hop,US,FL
6/6/2020,6:46:00,8/6/2020,RQ486AF6,417,0,1,Sale,hackvidalytics,,,Original,VISA,USD,Hop,US,GA
6/6/2020,6:46:00,8/6/2020,RQ486AF6,OB-LBHA,0,1,Sale,hackvidalytics,,,Bump,VISA,USD,Hop,US,GA
6/6/2020,6:46:00,8/6/2020,RQ486AF6,OB-ACS,0,1,Sale,hackvidalytics,,,Bump,VISA,USD,Hop,US,GA
6/6/2020,4:21:00,8/6/2020,QGPI93SJ-B013,FBHSA17,41.84,1,Rebill,,,,Original,VISA,USD,Hop,US,PA
6/6/2020,4:05:00,8/6/2020,7YW3VA6R-B009,LBHTEA1,42.77,1,Rebill,,,,Original,DISC,USD,Hop,US,FL
6/6/2020,3:57:00,8/6/2020,GHDGU9D9-B006,FBHSA17,42.06,1,Rebill,,,,Original,VISA,USD,Hop,US,OK
7/6/2020,22:15:00,8/7/2020,38B86ANV,LBB1,0,1,Sale,,,,Original,PYPL,USD,Hop,US,CA
7/6/2020,18:54:00,8/7/2020,G3KVU97V,417,0,1,Sale,hackvidalytics,,,Original,VISA,USD,Hop,US,NC
7/6/2020,15:35:00,8/7/2020,JHDPA7MX,LBHTEA1-N,7,1,Sale-RB,,,,Original,VISA,USD,Hop,US,WA
7/6/2020,13:38:00,8/7/2020,FF786AFV,417,0,1,Sale,hackvidalytics,,,Original,VISA,USD,Hop,US,CA
7/6/2020,12:10:00,N/A,PD366AYL,lbhdtea3n,-70.16,1,Refund,,,,Original,VISA,USD,Hop,US,NC
7/6/2020,5:20:00,8/7/2020,K3WIZNGK,417,0,1,Sale,hackvidalytics,,,Original,AMEX,USD,Hop,US,GA
7/6/2020,4:14:00,8/7/2020,2FNMA75H-B006,LBHTEA1,77.45,1,Rebill,,,,Original,VISA,USD,Hop,US,PA
7/6/2020,4:08:00,8/7/2020,8H3T6AMW-B008,FBHSA17,42.06,1,Rebill,,,,Original,VISA,USD,Hop,US,NV
7/6/2020,4:06:00,8/7/2020,M2THUFCQ-B012,LBHTEA1,24.8,1,Rebill,,,,Original,VISA,USD,Hop,US,MD
7/6/2020,4:04:00,8/7/2020,JG5JUFWS-B011,FBHSA17,41.82,1,Rebill,,,,Original,AMEX,USD,Hop,US,OH
8/6/2020,14:41:00,8/8/2020,8Y5PA7WQ,LBB3,0,1,Sale,,,,Original,AMEX,USD,Hop,US,NY
8/6/2020,13:18:00,8/8/2020,QD5PA7Z8,LBBEXTRA3,42.81,1,Sale,,QD5PA79M,,Upsell,PYPL,USD,Hop,US,NJ
8/6/2020,13:14:00,8/8/2020,QD5PA79M,LBB3,0,1,Sale,,,QD5PA7Z8,Original,PYPL,USD,Hop,US,NJ
8/6/2020,12:49:00,8/8/2020,G46IZNV4,LBBEXTRA3,42.8,1,Sale,,G46IZNF4,,Upsell,VISA,USD,Hop,US,GA
8/6/2020,12:48:00,8/8/2020,G46IZNF4,LBB1,0,1,Sale,,,G46IZNV4,Original,VISA,USD,Hop,US,GA
8/6/2020,12:31:00,8/8/2020,G46IZNSG,LBBEXTRA3,42.82,1,Sale,,G46IZNWG,,Upsell,AMEX,USD,Hop,US,TX
8/6/2020,12:31:00,8/8/2020,G46IZNXL,LBB3,0,1,Sale,,,,Original,PYPL,USD,Hop,US,OH
8/6/2020,12:30:00,8/8/2020,G46IZNWG,LBB3,0,1,Sale,,,G46IZNSG,Original,AMEX,USD,Hop,US,TX
8/6/2020,11:39:00,8/8/2020,DKH86ARL,LBB1,0,1,Sale,,,,Original,VISA,USD,Hop,US,CA
8/6/2020,10:19:00,8/8/2020,46H86AG8,11,0,1,Sale,,,,Original,MSTR,EUR,Hop,BE,
8/6/2020,10:19:00,8/8/2020,46H86AG8,Order-Bump-2,0,1,Sale,,,,Bump,MSTR,EUR,Hop,BE,
8/6/2020,7:32:00,8/8/2020,XDT8A7KM-B005,LBHTEA1,77.41,1,Rebill,,,,Original,PYPL,USD,Hop,US,UT
8/6/2020,7:20:00,8/8/2020,P2BGU9R6-B006,FBHSA17,41.83,1,Rebill,,,,Original,PYPL,USD,Hop,US,TX
9/6/2020,16:47:00,8/9/2020,WT9PA7KK,LBHTEA1-N,52.03,1,Sale-RB,,,,Original,DISC,USD,Hop,US,FL
9/6/2020,15:09:00,8/9/2020,5V9IZN5F,LBBEXTRA3,42.82,1,Sale,,5V9IZNKK,,Upsell,PYPL,USD,Hop,US,TX
9/6/2020,15:06:00,8/9/2020,5V9IZNKK,LBB3,26.86,1,Sale,,,5V9IZN5F,Original,PYPL,USD,Hop,US,TX
9/6/2020,12:12:00,8/9/2020,V9G86AWZ,IMMBOX,26.7,1,Sale-RB,,V9G86AVX,,Upsell,MSTR,USD,Hop,US,CA
9/6/2020,12:11:00,8/9/2020,V9G86A2X,LBBEXTRA3,42.79,1,Sale,,V9G86AVX,,Upsell,MSTR,USD,Hop,US,CA
9/6/2020,12:10:00,8/9/2020,V9G86AVX,LBB1,10.65,1,Sale,,,"V9G86A2X,V9G86AWZ",Original,MSTR,USD,Hop,US,CA
9/6/2020,11:37:00,8/9/2020,5R9PA746,LBB1,10.64,1,Sale,,,,Original,MSTR,USD,Hop,US,CA
9/6/2020,4:28:00,8/9/2020,BHHIFNCV-B006,FBHSA17,42.06,1,Rebill,,,,Original,VISA,USD,Hop,US,FL
9/6/2020,4:25:00,8/9/2020,Q3GRU9BF-B005,LBHTEA1,77.83,1,Rebill,,,,Original,DISC,USD,Hop,US,FL
9/6/2020,4:22:00,8/9/2020,N4SGABWH-B013,FBHSA17,42.06,1,Rebill,,,,Original,MSTR,USD,Hop,US,CA
9/6/2020,4:10:00,8/9/2020,ZZPHABSC-B010,FBHSA17,21.08,1,Rebill,,,,Original,AMEX,USD,Hop,US,AL
9/6/2020,4:02:00,8/9/2020,LWCC6APB-B008,FBHSA17,42.06,1,Rebill,,,,Original,MSTR,USD,Hop,US,NY
9/6/2020,4:01:00,8/9/2020,DNN4UF3F-B014,LBHTEA1,77.28,1,Rebill,,,,Original,MSTR,USD,Hop,US,CA
9/6/2020,3:59:00,8/9/2020,LJTIH3QH-B013,FBHSA17,41.86,1,Rebill,,,,Original,VISA,USD,Hop,US,WI
10/6/2020,18:52:00,8/10/2020,R9SVU9BS,LBB3,26.82,1,Sale,,,,Original,MSTR,USD,Hop,US,CO
10/6/2020,18:37:00,8/10/2020,NL2PA7RR,LBB6,97.48,1,Sale,,,,Original,VISA,USD,Hop,US,TX
10/6/2020,16:40:00,8/10/2020,GSY86AYH,LBBEXTRA3,42.89,1,Sale,,2CY86ATS,,Upsell,VISA,USD,Hop,US,LA
10/6/2020,14:32:00,8/10/2020,T6SVU994,LBB1,10.61,1,Sale,,,,Original,MSTR,USD,Hop,US,AL
10/6/2020,14:21:00,8/10/2020,2CY86ATS,LBB1,10.68,1,Sale,,,GSY86AYH,Original,VISA,USD,Hop,US,LA
10/6/2020,8:36:00,8/10/2020,2KHVU9FH,LBB1,10.64,1,Sale,,,,Original,VISA,USD,Hop,US,GA
10/6/2020,4:20:00,8/10/2020,RTPMU9YL-B008,FBHSA17,41.71,1,Rebill,,,,Original,VISA,USD,Hop,US,TN
10/6/2020,4:04:00,8/10/2020,7YR7A7XR-B003,LBHTEA1-N,77.83,1,Rebill,,,,Original,MSTR,USD,Hop,US,FL
10/6/2020,3:57:00,8/10/2020,599FU9Q4-B004,FBHSA17,42.06,1,Rebill,,,,Original,VISA,USD,Hop,US,MA
11/6/2020,19:21:00,8/11/2020,HBPIZNYV,LBBEXTRA3,42.77,1,Sale,,HBPIZNZV,,Upsell,VISA,USD,Hop,US,CA
11/6/2020,19:20:00,8/11/2020,HBPIZNZV,LBB3,26.81,1,Sale,,,HBPIZNYV,Original,VISA,USD,Hop,US,CA
11/6/2020,15:59:00,8/11/2020,M43PA7M7,LBB3,26.85,1,Sale,,,,Original,VISA,USD,Hop,US,NJ
11/6/2020,13:25:00,N/A,9JMIZNYX,LBB1,0,1,Refund,,,,Original,VISA,USD,Hop,US,CA
11/6/2020,13:25:00,N/A,9JMIZNYX,rfnd-0004,-1,1,Charge,,,,Original,,,Hop,,
11/6/2020,13:12:00,8/11/2020,ZHM86A5B,LBB3,26.8,1,Sale,,,,Original,DISC,USD,Hop,US,OK
11/6/2020,12:45:00,8/11/2020,XKLVU9QS,LBB1,10.66,1,Sale,,,,Original,PYPL,USD,Hop,US,TX
11/6/2020,11:43:00,8/11/2020,XKLVU9DX,LBB1,10.72,1,Sale,,,,Original,MSTR,USD,Hop,US,OR
11/6/2020,11:38:00,8/11/2020,S47IZN69,LBB3,26.86,1,Sale,,,,Original,PYPL,USD,Hop,US,MA
11/6/2020,6:46:00,8/11/2020,X6QI936P-B013,LBHTEA1,77.32,1,Rebill,,,,Original,PYPL,USD,Hop,US,NY
11/6/2020,4:19:00,8/11/2020,QLPIFNLK-B006,FBHSA17,42.06,1,Rebill,,,,Original,VISA,USD,Hop,US,FL
11/6/2020,3:40:00,8/11/2020,PFY86AVH,FBHSA17,0,1,Sale-RB,,PFY86AZ7,,Upsell,PYPL,USD,Hop,US,IN
11/6/2020,3:31:00,8/11/2020,PFY86AY7,LBBEXTRA3,42.8,1,Sale,,PFY86AZ7,,Upsell,PYPL,USD,Hop,US,IN
11/6/2020,3:29:00,8/11/2020,PFY86AZ7,LBB6,97.33,1,Sale,,,"PFY86AY7,PFY86AVH",Original,PYPL,USD,Hop,US,IN
12/6/2020,17:40:00,8/12/2020,THN86APM,LBHTEA1-N,51.71,1,Sale-RB,,,,Original,VISA,USD,Hop,US,NM
12/6/2020,17:34:00,8/12/2020,THN86AVY,LBBEXTRA3,42.84,1,Sale,,THN86A3G,,Upsell,MSTR,USD,Hop,US,VA
12/6/2020,17:29:00,8/12/2020,THN86A3G,LBB3,26.86,1,Sale,,,THN86AVY,Original,MSTR,USD,Hop,US,VA
12/6/2020,16:08:00,8/12/2020,THN86ANT,LBB1,10.66,1,Sale,,,,Original,MSTR,USD,Hop,US,IL
12/6/2020,15:04:00,8/12/2020,V4N86AMK,LBB1,10.65,1,Sale,,,,Original,VISA,USD,Hop,US,CA
12/6/2020,13:00:00,8/12/2020,2N8IZNP9,LBB3,26.86,1,Sale,,,,Original,VISA,USD,Hop,US,TX
12/6/2020,12:53:00,8/12/2020,FL4PA7R7,LBBEXTRA3,42.8,1,Sale,,FL4PA7WB,,Upsell,VISA,USD,Hop,US,MN
12/6/2020,12:50:00,8/12/2020,FL4PA7WB,LBB1,10.65,1,Sale,,,FL4PA7R7,Original,VISA,USD,Hop,US,MN
12/6/2020,12:14:00,8/12/2020,4F4PA7PH,IMMBOX,26.7,1,Sale-RB,,4F4PA7W2,,Upsell,VISA,USD,Hop,US,SC
12/6/2020,12:09:00,8/12/2020,4F4PA7HV,LBBEXTRA3,42.81,1,Sale,,4F4PA7W2,,Upsell,VISA,USD,Hop,US,SC
12/6/2020,12:02:00,8/12/2020,4F4PA7W2,LBB1,10.65,1,Sale,,,"4F4PA7HV,4F4PA7PH",Original,VISA,USD,Hop,US,SC
12/6/2020,11:30:00,8/12/2020,XFWVU9WG,LBB3,26.86,1,Sale,,,,Original,VISA,USD,Hop,US,IL
12/6/2020,10:12:00,8/12/2020,KSN86AR5,LBB3,26.8,1,Sale,,,,Original,VISA,USD,Hop,US,CA
12/6/2020,8:46:00,8/12/2020,8B8IZNXT,LBBEXTRA3,43.02,1,Sale,,GT8IZN6C,,Upsell,MSTR,USD,Hop,US,FL
12/6/2020,8:42:00,8/12/2020,GT8IZN6C,LBB6,98.75,1,Sale,,,8B8IZNXT,Original,MSTR,USD,Hop,US,FL
12/6/2020,8:00:00,8/12/2020,3XVPA7QH,LBBEXTRA3,42.84,1,Sale,,3XVPA744,,Upsell,PYPL,USD,Hop,US,MA
12/6/2020,7:59:00,8/12/2020,3XVPA744,LBB3,26.86,1,Sale,,,3XVPA7QH,Original,PYPL,USD,Hop,US,MA
12/6/2020,7:38:00,8/12/2020,MNHPVALY-B010,FBHSA17,21.24,1,Rebill,,,,Original,PYPL,USD,Hop,US,NY
12/6/2020,7:07:00,8/12/2020,XYJZAB8S-B009,FBHSA17,42.06,1,Rebill,,,,Original,PYPL,USD,Hop,US,CA
12/6/2020,6:45:00,8/12/2020,6NK7A77H-B003,LBHTEA1-N,77.29,1,Rebill,,,,Original,PYPL,USD,Hop,US,AR
12/6/2020,4:21:00,8/12/2020,37LPVAV6-B010,FBHSA17,21.07,1,Rebill,,,,Original,MSTR,USD,Hop,US,AR
06/13/2020,22:36:00,8/13/2020,MY386AMC,LBB3,26.83,1,Sale,,,,Original,MSTR,USD,Hop,US,MO
06/13/2020,19:14:00,8/13/2020,55SIZNVF,LBB3,26.86,1,Sale,,,,Original,VISA,USD,Hop,US,VA
06/13/2020,18:35:00,N/A,XYJZAB8S-B009,FBHSA17,-42.06,1,Refund,,,,Original,PYPL,USD,Hop,US,CA
06/13/2020,17:13:00,8/13/2020,TZYVU9BX,LBB1,10.64,1,Sale,,,,Original,PYPL,USD,Hop,US,NY
06/13/2020,14:34:00,8/13/2020,G8XPA75F,LBB3,26.8,1,Sale,,,,Original,VISA,USD,Hop,US,NY
06/13/2020,13:46:00,8/13/2020,2QXPA769,LBB6,97.48,1,Sale,,,,Original,PYPL,USD,Hop,US,TX
06/13/2020,12:39:00,8/13/2020,J2SIZNHN,LBBEXTRA3,42.83,1,Sale,,J2SIZNY3,,Upsell,MSTR,USD,Hop,US,MI
06/13/2020,12:36:00,8/13/2020,J2SIZNY3,LBB1,10.66,1,Sale,,,J2SIZNHN,Original,MSTR,USD,Hop,US,MI
06/13/2020,8:31:00,8/13/2020,82P86A4H,LBB3,26.86,1,Sale,,,,Original,VISA,USD,Hop,US,MD
06/13/2020,8:03:00,8/13/2020,82P86APX,LBBEXTRA3,42.78,1,Sale,,82P86AHX,,Upsell,MSTR,USD,Hop,US,SC
06/13/2020,8:02:00,8/13/2020,82P86AHX,LBB6,97.13,1,Sale,,,82P86APX,Original,MSTR,USD,Hop,US,SC
06/13/2020,7:48:00,8/13/2020,XTCVU9M5,LBB1,10.66,1,Sale,,,,Original,VISA,USD,Hop,US,IL
06/13/2020,7:41:00,8/13/2020,TQP86ANN,LBB3,27,1,Sale,,,,Original,VISA,USD,Hop,US,FL
06/13/2020,6:38:00,8/13/2020,QKCVU9F4,LBB1,10.65,1,Sale,,,,Original,VISA,USD,Hop,US,MN
06/13/2020,5:28:00,8/13/2020,88CVU99S,LBB3,26.81,1,Sale,,,,Original,MSTR,USD,Hop,US,CA
06/13/2020,5:27:00,8/13/2020,88CVU9BH,LBB1,10.72,1,Sale,,,,Original,PYPL,USD,Hop,US,FL
06/13/2020,4:09:00,8/13/2020,PXWK6A78-B002,LBHTEA1-N,77.44,1,Rebill,,,,Original,MSTR,USD,Hop,US,TX
06/14/2020,20:02:00,8/14/2020,DBSJA7RK,LBB3,26.83,1,Sale,,,,Original,VISA,USD,Hop,US,AZ
06/14/2020,19:55:00,8/14/2020,5XTL6A8Y,LBB3,26.86,1,Sale,,,,Original,VISA,USD,Hop,US,MD
06/14/2020,18:03:00,8/14/2020,XFTIMNDG,LBB1,10.66,1,Sale,,,,Original,VISA,USD,Hop,US,NJ
06/14/2020,17:34:00,8/14/2020,5WTL6A4V,LBBEXTRA3,42.84,1,Sale,,5WTL6A2Z,,Upsell,AMEX,USD,Hop,US,SC
06/14/2020,17:32:00,8/14/2020,5WTL6A2Z,LBB6,97.54,1,Sale,,,5WTL6A4V,Original,AMEX,USD,Hop,US,SC
06/14/2020,16:39:00,8/14/2020,R668U9ZH,LBB3,26.86,1,Sale,,,,Original,VISA,USD,Hop,US,AZ
06/14/2020,12:53:00,8/14/2020,FL7VU9BG,LBB1,10.64,1,Sale,,,,Original,VISA,USD,Hop,US,OK
06/14/2020,10:52:00,8/14/2020,347VU9Z5,LBB1,10.65,1,Sale,,,,Original,MSTR,USD,Hop,US,IN
06/14/2020,8:34:00,8/14/2020,P8D86ALM,LBB1,10.63,1,Sale,,,,Original,PYPL,USD,Hop,US,CA
06/14/2020,8:11:00,8/14/2020,LF3PU9FF-B007,FBHSA17,41.89,1,Rebill,,,,Original,PYPL,USD,Hop,US,HI
06/14/2020,7:13:00,8/14/2020,LJD86ALB,LBB1,10.64,1,Sale,,,,Original,VISA,USD,Hop,US,NY
06/14/2020,4:34:00,8/14/2020,3R7VU9JN,LBB3,26.86,1,Sale,,,,Original,MSTR,USD,Hop,US,MI
06/14/2020,4:26:00,8/14/2020,CBH3U9TB-B005,FBHSA17,42.06,1,Rebill,,,,Original,VISA,USD,Hop,US,IL
06/15/2020,20:25:00,8/15/2020,46X8U9C9,LBB1,10.64,1,Sale,,,,Original,VISA,USD,Hop,US,MO
06/15/2020,19:48:00,8/15/2020,46X8U9D6,IMMBOX,26.7,1,Sale-RB,,CWM8U9DJ,,Upsell,PYPL,USD,Hop,US,AZ
06/15/2020,19:45:00,8/15/2020,CWM8U9NY,LBBEXTRA3,42.74,1,Sale,,CWM8U9PC,,Upsell,PYPL,USD,Hop,US,AR
06/15/2020,19:44:00,8/15/2020,CWM8U9PC,LBB6,96.98,1,Sale,,,CWM8U9NY,Original,PYPL,USD,Hop,US,AR
06/15/2020,19:38:00,8/15/2020,CWM8U9ZW,LBBEXTRA3,42.83,1,Sale,,CWM8U9DJ,,Upsell,PYPL,USD,Hop,US,AZ
06/15/2020,19:36:00,8/15/2020,CWM8U9DJ,LBB6,97.46,1,Sale,,,"CWM8U9ZW,46X8U9D6",Original,PYPL,USD,Hop,US,AZ
06/15/2020,17:59:00,8/15/2020,P82IMN22,LBBEXTRA3,42.82,1,Sale,,QY2IMNZC,,Upsell,PYPL,USD,Hop,US,TX
06/15/2020,17:53:00,8/15/2020,QY2IMNZC,LBB3,26.86,1,Sale,,,P82IMN22,Original,PYPL,USD,Hop,US,TX
06/15/2020,17:21:00,8/15/2020,QY2IMNM6,LBB1,10.68,1,Sale,,,,Original,MSTR,USD,Hop,US,LA
06/15/2020,16:04:00,8/15/2020,696JA77W,LBBEXTRA3,42.74,1,Sale,,696JA7VT,,Upsell,PYPL,USD,Hop,US,CA
06/15/2020,16:03:00,8/15/2020,P2CL6A7T,LBBEXTRA3,43.02,1,Sale,,MHCL6A93,,Upsell,VISA,USD,Hop,US,OR
06/15/2020,16:02:00,8/15/2020,696JA7VT,LBB3,26.79,1,Sale,,,696JA77W,Original,PYPL,USD,Hop,US,CA
06/15/2020,16:00:00,8/15/2020,MHCL6A93,LBB1,10.72,1,Sale,,,P2CL6A7T,Original,VISA,USD,Hop,US,OR
06/15/2020,14:33:00,8/15/2020,BN6JA7LD,LBB3,26.86,1,Sale,,,,Original,MSTR,USD,Hop,US,TX
06/15/2020,13:49:00,8/15/2020,BN6JA7DS,LBBEXTRA3,42.8,1,Sale,,LT6JA7CX,,Upsell,MSTR,USD,Hop,US,OH
06/15/2020,13:48:00,8/15/2020,LT6JA7CX,LBB1,10.65,1,Sale,,,BN6JA7DS,Original,MSTR,USD,Hop,US,OH
06/15/2020,13:31:00,8/15/2020,N5M8U95G,LBBEXTRA3,42.77,1,Sale,,N5M8U94P,,Upsell,VISA,USD,Hop,US,WA
06/15/2020,13:27:00,8/15/2020,N5M8U94P,LBB6,97.15,1,Sale,,,N5M8U95G,Original,VISA,USD,Hop,US,WA
06/15/2020,12:10:00,8/15/2020,WZ2IMN2Z,LBB1,10.65,1,Sale,,,,Original,VISA,USD,Hop,US,MS
06/15/2020,10:34:00,8/15/2020,676JA7GD,LBB6,96.98,1,Sale,,,,Original,MSTR,USD,Hop,US,CA
06/15/2020,9:51:00,8/15/2020,KNM8U9D2,LBB3,26.86,1,Sale,,,,Original,VISA,USD,Hop,US,TX
06/15/2020,8:33:00,8/15/2020,PSCL6A4Q,LBBEXTRA3,42.8,1,Sale,,PSCL6AFB,,Upsell,VISA,USD,Hop,US,NC
06/15/2020,8:30:00,8/15/2020,PSCL6AFB,LBB6,97.38,1,Sale,,,PSCL6A4Q,Original,VISA,USD,Hop,US,NC
06/15/2020,4:31:00,8/15/2020,FT3ZU9QK-B002,LBHTEA1,77.83,1,Rebill,,,,Original,VISA,USD,Hop,US,OR
06/15/2020,4:23:00,8/15/2020,85H3VAJN-B009,LBHTEA1,77.45,1,Rebill,,,,Original,VISA,USD,Hop,US,PA
06/15/2020,3:59:00,8/15/2020,GJHDVA7R-B009,FBHSA17,42.06,1,Rebill,,,,Original,VISA,USD,Hop,US,MI
06/16/2020,23:45:00,8/16/2020,KDWL6AYW,LBB3,26.82,1,Sale,,,,Original,VISA,USD,Hop,US,SC
06/16/2020,22:39:00,8/16/2020,M3MJA722,LBBEXTRA3,42.8,1,Sale,,M3MJA7N9,,Upsell,PYPL,USD,Hop,US,MN
06/16/2020,22:29:00,8/16/2020,M3MJA7N9,LBB3,26.84,1,Sale,,,M3MJA722,Original,PYPL,USD,Hop,US,MN
06/16/2020,20:36:00,8/16/2020,KYMJA7GH,LBBEXTRA3,42.8,1,Sale,,KYMJA7T4,,Upsell,PYPL,USD,Hop,US,CA
06/16/2020,20:34:00,8/16/2020,KYMJA7T4,LBB1,10.65,1,Sale,,,KYMJA7GH,Original,PYPL,USD,Hop,US,CA
06/16/2020,19:48:00,8/16/2020,KYMJA74W,LBB3,27,1,Sale,,,,Original,MSTR,USD,Hop,US,FL
06/16/2020,19:37:00,8/16/2020,KYMJA7XP,LBB1,10.64,1,Sale,,,,Original,PYPL,USD,Hop,US,AZ
06/16/2020,16:27:00,8/16/2020,68WL6AFB,LBBEXTRA3,42.75,1,Sale,,68WL6AN7,,Upsell,VISA,USD,Hop,US,AZ
06/16/2020,16:23:00,8/16/2020,68WL6AN7,LBB1,10.63,1,Sale,,,68WL6AFB,Original,VISA,USD,Hop,US,AZ
06/16/2020,16:18:00,8/16/2020,GPMJA7QJ,LBB6,97.64,1,Sale,,,,Original,VISA,USD,Hop,US,WI
06/16/2020,15:11:00,8/16/2020,8NKIMNP4,LBBEXTRA3,42.7,1,Sale,,8NKIMNLM,,Upsell,PYPL,USD,Hop,US,AR
06/16/2020,15:06:00,8/16/2020,8NKIMNLM,LBB3,26.77,1,Sale,,,8NKIMNP4,Original,PYPL,USD,Hop,US,AR
06/16/2020,13:47:00,8/16/2020,W8MJA7Z5,LBB1,10.66,1,Sale,,,,Original,PYPL,USD,Hop,US,KY
06/16/2020,12:48:00,8/16/2020,W8MJA7FR,LBBEXTRA3,42.71,1,Sale,,W8MJA74M,,Upsell,VISA,USD,Hop,US,TN
06/16/2020,12:47:00,8/16/2020,W8MJA74M,LBB3,26.78,1,Sale,,,W8MJA7FR,Original,VISA,USD,Hop,US,TN
06/16/2020,12:46:00,8/16/2020,5QKIMNWK,LBB1,10.72,1,Sale,,,,Original,VISA,USD,Hop,US,FL
06/16/2020,12:24:00,8/16/2020,D9WL6AYT,LBB6,96.95,1,Sale,,,,Original,VISA,USD,Hop,US,NY
06/16/2020,12:14:00,8/16/2020,CSWL6AN2,LBB3,26.85,1,Sale,,,,Original,MSTR,USD,Hop,US,NC
06/16/2020,11:11:00,8/16/2020,5CWL6AFH,LBB3,26.79,1,Sale,,,,Original,VISA,USD,Hop,US,AZ
06/16/2020,11:09:00,8/16/2020,GXP8U9CQ,LBB1,10.66,1,Sale,,,,Original,MSTR,USD,Hop,US,TX
